,,,June 2019,,,,,,,,,,,,,,June 2019,,,,,,,,,,,,,,June 2019,,,,,,,,,,,
897,"ABUYUG, LEYTE",8,22.4,4.2,1.0,27.2,17.6,5.4,1.4,32.0,0.0,0.0,111.2,897,"ABUYUG, LEYTE","8",0.0,0.0,0.0,16.0,3.8,0.0,,,,,19.8,897,"ABUYUG, LEYTE","8",,,,,,,,0.0,0.0,0.0,0,131
334,"BARLIG, MOUNTAIN PROVINCE",CAR,,0.0,2.6,4.4,1.0,0.0,0.0,0.0,8.0,17.2,33.2,334,"BARLIG, MOUNTAIN PROVINCE","CAR",0.0,60.6,10.4,2.4,1.6,0.0,0.0,0.0,0.0,5.0,80,334,"BARLIG, MOUNTAIN PROVINCE","CAR",1.0,0.8,3.0,26.4,1.8,2.6,34.8,17.0,2.8,2.2,92.4,205.6
882,"KIDAPAWAN, COTABATO",12,,,,,,,,,,,,882,"KIDAPAWAN, COTABATO","12",,,,,,,,,,,,882,"KIDAPAWAN, COTABATO","12",,,,,,,,,,,,
336,"BALBALAN, KALINGA",CAR,0.0,2.8,9.2,2.0,14.0,0.0,0.0,0.0,2.0,8.2,38.2,336,"BALBALAN, KALINGA","CAR",0.0,4.8,2.2,0.8,0.0,22.8,0.0,0.0,0.2,39.2,70,336,"BALBALAN, KALINGA","CAR",3.8,31.6,1.4,61.6,0.0,10.8,7.8,14.8,5.0,80.2,217,325.2
345,"CASTILLA, SORSOGON",5,2.8,0.0,0.8,0.2,30.0,0.2,0.0,0.0,0.0,2.6,36.6,345,"CASTILLA, SORSOGON","5",0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,345,"CASTILLA, SORSOGON","5",,,,,,20.0,9.6,0.0,27.0,6.2,62.8,99.4
364,"MARAGUSAN, COMPOSTELA VALLEY",11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,364,"MARAGUSAN, COMPOSTELA VALLEY","11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,364,"MARAGUSAN, COMPOSTELA VALLEY","11",,5.4,0.0,0.2,0.0,19.8,0.4,0.0,0.2,0.0,26,26
887,"CANTILAN, SURIGAO DEL SUR",13,10.0,0.8,0.0,10.6,35.2,0.0,1.6,0.4,0.2,0.0,58.8,887,"CANTILAN, SURIGAO DEL SUR","13",0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,887,"CANTILAN, SURIGAO DEL SUR","13",,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,58.8
347,"PANDAN, CATANDUANES",5,0.0,0.0,3.0,0.2,0.0,4.0,5.2,0.0,17.8,8.2,38.4,347,"PANDAN, CATANDUANES","5",0.0,0.0,6.2,0.0,0.0,0.0,,,,,6.2,347,"PANDAN, CATANDUANES","5",,,,,,,,,,,,44.6
383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL",7,0.0,0.0,9.6,0.0,8.8,0.0,0.0,0.0,0.0,4.0,22.4,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",0.0,3.8,4.8,0.0,7.0,0.0,0.4,0.0,0.4,0.0,16.4,383,"SAN JOSE - NEGROS ORIENTAL, NEGROS ORIENTAL","7",6.0,0.0,0.6,2.0,0.0,2.4,1.4,0.0,0.0,0.6,13,51.8
337,"SUDIPEN, LA UNION",1,0.4,0.0,1.0,0.4,1.4,15.8,0.0,0.0,0.0,7.0,26,337,"SUDIPEN, LA UNION","1",3.2,0.0,28.4,31.6,2.2,0.0,,,,,65.4,337,"SUDIPEN, LA UNION","1",,,,,,,,,,,,91.4
1103,"ABUCAY, BATAAN",3,0.0,0.0,37.0,18.6,41.2,23.2,0.0,2.8,5.6,0.2,128.6,1103,"ABUCAY, BATAAN","3",5.4,2.6,28.0,21.2,11.8,0.6,0.2,0.0,0.2,0.0,70,1103,"ABUCAY, BATAAN","3",0.0,0.0,49.2,30.6,65.6,28.0,32.0,130.4,118.4,101.6,555.8,754.4
362,"CATEEL, DAVAO ORIENTAL",11,,,,,,,,,,,,362,"CATEEL, DAVAO ORIENTAL","11",,,,,,,0.0,0.0,0.0,0.0,0,362,"CATEEL, DAVAO ORIENTAL","11",0.0,0.0,0.6,0.0,0.0,0.0,6.2,0.0,0.0,0.0,6.8,6.8
326,"LEMERY, BATANGAS",4-A,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.8,326,"LEMERY, BATANGAS","4-A",0.4,0.0,0.8,0.4,0.2,0.0,,,,,1.8,326,"LEMERY, BATANGAS","4-A",,,,,,,,,,,,3.6
1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO",4-B,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,3.6,3.4,8.4,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",6.8,0.0,0.0,46.6,0.0,0.0,,,,,53.4,1081,"SAN JOSE - OCCIDENTAL MINDORO, OCCIDENTAL MINDORO","4-B",,,,,,,,,,,,61.8
